COUNT(rental_id),title
11,CRANES RESERVOIR
11,LANGUAGE COWBOY
11,BOWFINGER GABLES
11,DRAGON SQUAD
11,STRANGER STRANGERS
11,BUGSY SONG
11,POTLUCK MIXED
11,BEAST HUNCHBACK
11,DARKO DORADO
11,OCTOBER SUBMARINE
11,MOD SECRETARY
11,SPIRITED CASUALTIES
11,ENDING CROWDS
11,LORD ARIZONA
11,SANTA PARIS
11,MAGNOLIA FORRESTER
11,STONE FIRE
11,TOWERS HURRICANE
11,BEETHOVEN EXORCIST
11,BIRCH ANTITRUST
11,RIDER CADDYSHACK
11,GATHERING CALENDAR
11,TRAINSPOTTING STRANGERS
11,OPUS ICE
11,BIRD INDEPENDENCE
10,AMELIE HELLFIGHTERS
10,SUPERFLY TRIP
10,RESERVOIR ADAPTATION
10,RIGHT CRANES
10,ELIZABETH SHANE
10,FROGMEN BREAKING
10,MAKER GABLES
10,STAGE WORLD
10,CLOCKWORK PARADISE
10,BENEATH RUSH
10,DOUBTFIRE LABYRINTH
10,GONE TROUBLE
10,HOLLOW JEOPARDY
10,MYSTIC TRUMAN
10,RUN PACIFIC
10,LAMBS CINCINATTI
10,NOTTING SPEAKEASY
10,SENSIBILITY REAR
10,LIFE TWISTED
10,ROLLERCOASTER BRINGING
10,LOVER TRUMAN
10,WAGON JAWS
10,MADIGAN DORADO
10,SMILE EARRING
10,LOLITA WORLD
10,LUCK OPUS
10,BLOOD ARGONAUTS
10,GRAIL FRANKENSTEIN
10,JEOPARDY ENCINO
10,HALLOWEEN NUTS
10,ANTITRUST TOMATOES
10,PATHS CONTROL
10,WARS PLUTO
10,OLEANDER CLUE
10,ELEMENT FREDDY
10,SPOILERS HELLFIGHTERS
10,JAWBREAKER BROOKLYN
10,FIDDLER LOST
9,FRISCO FORREST
9,IMPACT ALADDIN
9,BIRDCAGE CASPER
9,SPARTACUS CHEAPER
9,DROP WATERFRONT
9,LEGALLY SECRETARY
9,JUNGLE CLOSER
9,REDS POCUS
9,GHOSTBUSTERS ELF
9,LEGEND JEDI
9,MATRIX SNOWMAN
9,MIRACLE VIRTUAL
9,SPEED SUIT
9,DWARFS ALTER
9,VICTORY ACADEMY
9,INTOLERABLE INTENTIONS
9,PLATOON INSTINCT
9,ZHIVAGO CORE
9,KING EVOLUTION
9,HOTEL HAPPINESS
9,ALI FOREVER
9,CRAZY HOME
9,HOLY TADPOLE
9,CASUALTIES ENCINO
9,NUTS TIES
9,RANDOM GO
9,WON DARES
9,VANILLA DAY
9,DARES PLUTO
9,CARIBBEAN LIBERTY
9,GUYS FALCON
9,MONSOON CAUSE
9,WONDERFUL DROP
9,DAUGHTER MADIGAN
9,DOLLS RAGE
9,DARLING BREAKING
9,DIARY PANIC
9,MONTEZUMA COMMAND
9,SNATCHERS MONTEZUMA
9,KRAMER CHOCOLATE
9,ANYTHING SAVANNAH
9,MAGUIRE APACHE
9,GILBERT PELICAN
9,WISDOM WORKER
8,SHINING ROSES
8,PAPI NECKLACE
8,GODFATHER DIARY
8,WORLD LEATHERNECKS
8,SOLDIERS EVOLUTION
8,VERTIGO NORTHWEST
8,DESIRE ALIEN
8,BABY HALL
8,CHAPLIN LICENSE
8,TARZAN VIDEOTAPE
8,DESTINATION JERK
8,RUNAWAY TENENBAUMS
8,CASPER DRAGONFLY
8,MAUDE MOD
8,RUNNER MADIGAN
8,LIGHTS DEER
8,CHITTY LOCK
8,GROSSE WONDERFUL
8,HAROLD FRENCH
8,CRUSADE HONEY
8,CLYDE THEORY
8,PARK CITIZEN
8,PUNK DIVORCE
8,UNFAITHFUL KILL
8,BALLROOM MOCKINGBIRD
8,GOSFORD DONNIE
8,MAGNIFICENT CHITTY
8,PET HAUNTING
8,UNTOUCHABLES SUNRISE
8,SUNSET RACER
8,REBEL AIRPORT
8,JUMANJI BLADE
8,SAINTS BRIDE
8,HOOSIERS BIRDCAGE
8,RECORDS ZORRO
8,SOUP WISDOM
7,ELF MURDER
7,SQUAD FISH
7,YOUNG LANGUAGE
7,ISHTAR ROCKETEER
7,CLERKS ANGELS
7,MULHOLLAND BEAST
7,NEWSIES STORY
7,VISION TORQUE
7,ACE GOLDFINGER
7,LESSON CLEOPATRA
7,FIRE WOLVES
7,STALLION SUNDANCE
7,PIZZA JUMANJI
7,DUFFEL APOCALYPSE
7,LICENSE WEEKEND
7,SENSE GREEK
7,HAWK CHILL
7,DIVORCE SHINING
7,DOZEN LION
7,EVE RESURRECTION
7,DOCTOR GRAIL
7,EARLY HOME
7,CLUE GRAIL
7,CRUELTY UNFORGIVEN
7,HEAVENLY GUN
7,MENAGERIE RUSHMORE
7,VANISHED GARDEN
7,LUKE MUMMY
7,MAGIC MALLRATS
7,BULWORTH COMMANDMENTS
7,CONTROL ANTHEM
7,BANG KWAI
7,PANIC CLUB
7,CONNECTION MICROCOSMOS
7,PRESIDENT BANG
7,TREATMENT JEKYLL
7,LEATHERNECKS DWARFS
7,COWBOY DOOM
6,SLING LUKE
6,TEXAS WATCH
6,FRONTIER CABIN
6,SCHOOL JACKET
6,DUCK RACER
6,COMANCHEROS ENEMY
6,ITALIAN AFRICAN
6,EXTRAORDINARY CONQUERER
6,DESPERATE TRAINSPOTTING
6,LADYBUGS ARMAGEDDON
6,WATERSHIP FRONTIER
6,YOUTH KICK
6,BUBBLE GROSSE
6,APOCALYPSE FLAMINGOS
6,KILLER INNOCENT
6,DUMBO LUST
6,TEQUILA PAST
6,HAPPINESS UNITED
6,CASSIDY WYOMING
6,SIMON NORTH
6,RUSHMORE MERMAID
6,WILD APOLLO
6,HAUNTED ANTITRUST
6,WARLOCK WEREWOLF
6,BED HIGHBALL
6,GRACELAND DYNAMITE
6,JAPANESE RUN
6,OKLAHOMA JUMANJI
6,PHANTOM GLORY
6,JERSEY SASSY
6,TERMINATOR CLUB
5,INFORMER DOUBLE
5,GLORY TRACY
5,MUSSOLINI SPOILERS
5,FULL FLATLINERS
5,SEVEN SWARM
5,FEVER EMPIRE
5,BRAVEHEART HUMAN
5,CONSPIRACY SPIRIT
5,BUNCH MINDS
5,TRAFFIC HOBBIT
5,FREEDOM CLEOPATRA
5,HUNTER ALTER
5,MANNEQUIN WORST
5,PRIVATE DROP
4,HARDLY ROBBERS
4,MIXED DOORS
4,TRAIN BUNCH
